Id,Batting Team,Team_Runs
1237180,Sunrisers Hyderabad,172
1237178,Sunrisers Hyderabad,132
1216545,Sunrisers Hyderabad,142
1216542,Sunrisers Hyderabad,201
1216538,Sunrisers Hyderabad,174
1216534,Sunrisers Hyderabad,153
1216532,Sunrisers Hyderabad,162
1216528,Sunrisers Hyderabad,147
1216524,Sunrisers Hyderabad,219
1216518,Sunrisers Hyderabad,156
1216516,Sunrisers Hyderabad,164
1216512,Sunrisers Hyderabad,163
1216507,Sunrisers Hyderabad,158
1216502,Sunrisers Hyderabad,121
1216498,Sunrisers Hyderabad,114
1216495,Sunrisers Hyderabad,151
1181766,Sunrisers Hyderabad,162
1178429,Sunrisers Hyderabad,175
1178426,Sunrisers Hyderabad,162
1178423,Sunrisers Hyderabad,212
1178420,Sunrisers Hyderabad,160
1178416,Sunrisers Hyderabad,175
1178413,Sunrisers Hyderabad,161
1178408,Sunrisers Hyderabad,137
1178405,Sunrisers Hyderabad,116
1178397,Sunrisers Hyderabad,150
1178394,Sunrisers Hyderabad,96
1175371,Sunrisers Hyderabad,131
1175366,Sunrisers Hyderabad,231
1175363,Sunrisers Hyderabad,201
1175357,Sunrisers Hyderabad,181
1136620,Sunrisers Hyderabad,178
1136619,Sunrisers Hyderabad,174
1136617,Sunrisers Hyderabad,139
1136614,Sunrisers Hyderabad,172
1136611,Sunrisers Hyderabad,204
1136606,Sunrisers Hyderabad,179
1136602,Sunrisers Hyderabad,191
1136599,Sunrisers Hyderabad,146
1136596,Sunrisers Hyderabad,164
1136588,Sunrisers Hyderabad,151
1136585,Sunrisers Hyderabad,132
1136583,Sunrisers Hyderabad,118
1136580,Sunrisers Hyderabad,178
1136576,Sunrisers Hyderabad,178
1136570,Sunrisers Hyderabad,139
1136567,Sunrisers Hyderabad,151
1136564,Sunrisers Hyderabad,127
1082648,Sunrisers Hyderabad,128
1082643,Sunrisers Hyderabad,158
1082638,Sunrisers Hyderabad,140
1082634,Sunrisers Hyderabad,136
1082630,Sunrisers Hyderabad,185
1082627,Sunrisers Hyderabad,209
1082623,Sunrisers Hyderabad,207
1082615,Sunrisers Hyderabad,176
1082611,Sunrisers Hyderabad,191
1082609,Sunrisers Hyderabad,159
1082604,Sunrisers Hyderabad,155
1082600,Sunrisers Hyderabad,158
1082596,Sunrisers Hyderabad,140
1082591,Sunrisers Hyderabad,207
981019,Sunrisers Hyderabad,208
981017,Sunrisers Hyderabad,163
981015,Sunrisers Hyderabad,162
981009,Sunrisers Hyderabad,149
981003,Sunrisers Hyderabad,158
980991,Sunrisers Hyderabad,180
980983,Sunrisers Hyderabad,146
980979,Sunrisers Hyderabad,137
980973,Sunrisers Hyderabad,177
980967,Sunrisers Hyderabad,129
980953,Sunrisers Hyderabad,194
980943,Sunrisers Hyderabad,118
980935,Sunrisers Hyderabad,146
980929,Sunrisers Hyderabad,137
980923,Sunrisers Hyderabad,145
980915,Sunrisers Hyderabad,142
980907,Sunrisers Hyderabad,182
829815,Sunrisers Hyderabad,113
829807,Sunrisers Hyderabad,135
829799,Sunrisers Hyderabad,185
829793,Sunrisers Hyderabad,163
829787,Sunrisers Hyderabad,201
829781,Sunrisers Hyderabad,132
829773,Sunrisers Hyderabad,192
829759,Sunrisers Hyderabad,150
829751,Sunrisers Hyderabad,137
829743,Sunrisers Hyderabad,176
829731,Sunrisers Hyderabad,163
829727,Sunrisers Hyderabad,127
829719,Sunrisers Hyderabad,172
829711,Sunrisers Hyderabad,164
734037,Sunrisers Hyderabad,160
734029,Sunrisers Hyderabad,189
734021,Sunrisers Hyderabad,161
734015,Sunrisers Hyderabad,142
734007,Sunrisers Hyderabad,205
734001,Sunrisers Hyderabad,157
733993,Sunrisers Hyderabad,44
733989,Sunrisers Hyderabad,134
733977,Sunrisers Hyderabad,155
729317,Sunrisers Hyderabad,172
729311,Sunrisers Hyderabad,145
729301,Sunrisers Hyderabad,184
729295,Sunrisers Hyderabad,121
729285,Sunrisers Hyderabad,133
598071,Sunrisers Hyderabad,132
598069,Sunrisers Hyderabad,132
598065,Sunrisers Hyderabad,136
598060,Sunrisers Hyderabad,178
598056,Sunrisers Hyderabad,150
598051,Sunrisers Hyderabad,146
598048,Sunrisers Hyderabad,161
598044,Sunrisers Hyderabad,81
598039,Sunrisers Hyderabad,130
598032,Sunrisers Hyderabad,144
598030,Sunrisers Hyderabad,159
598021,Sunrisers Hyderabad,127
598018,Sunrisers Hyderabad,119
598013,Sunrisers Hyderabad,132
598010,Sunrisers Hyderabad,115
598004,Sunrisers Hyderabad,130
598000,Sunrisers Hyderabad,126
1237178,Royal Challengers Bangalore,131
1216547,Royal Challengers Bangalore,201
1216544,Royal Challengers Bangalore,145
1216540,Royal Challengers Bangalore,194
1216534,Royal Challengers Bangalore,163
1216531,Royal Challengers Bangalore,171
1216525,Royal Challengers Bangalore,169
1216522,Royal Challengers Bangalore,179
1216519,Royal Challengers Bangalore,137
1216514,Royal Challengers Bangalore,158
1216510,Royal Challengers Bangalore,109
1216505,Royal Challengers Bangalore,152
1216502,Royal Challengers Bangalore,120
1216499,Royal Challengers Bangalore,164
1216494,Royal Challengers Bangalore,85
1178429,Royal Challengers Bangalore,178
1178424,Royal Challengers Bangalore,62
1178421,Royal Challengers Bangalore,171
1178417,Royal Challengers Bangalore,202
1178414,Royal Challengers Bangalore,161
1178410,Royal Challengers Bangalore,213
1178406,Royal Challengers Bangalore,171
1178403,Royal Challengers Bangalore,174
1178395,Royal Challengers Bangalore,149
1175372,Royal Challengers Bangalore,205
1175369,Royal Challengers Bangalore,158
1175366,Royal Challengers Bangalore,113
1175362,Royal Challengers Bangalore,181
1175356,Royal Challengers Bangalore,70
1136613,Royal Challengers Bangalore,134
1136611,Royal Challengers Bangalore,218
1136608,Royal Challengers Bangalore,92
1136605,Royal Challengers Bangalore,187
1136599,Royal Challengers Bangalore,141
1136595,Royal Challengers Bangalore,127
1136591,Royal Challengers Bangalore,167
1136589,Royal Challengers Bangalore,175
1136584,Royal Challengers Bangalore,205
1136579,Royal Challengers Bangalore,176
1136574,Royal Challengers Bangalore,167
1136571,Royal Challengers Bangalore,198
1136568,Royal Challengers Bangalore,159
1136563,Royal Challengers Bangalore,176
1082646,Royal Challengers Bangalore,161
1082636,Royal Challengers Bangalore,158
1082633,Royal Challengers Bangalore,119
1082628,Royal Challengers Bangalore,162
1082624,Royal Challengers Bangalore,96
1082621,Royal Challengers Bangalore,134
1082617,Royal Challengers Bangalore,49
1082610,Royal Challengers Bangalore,213
1082607,Royal Challengers Bangalore,134
1082602,Royal Challengers Bangalore,142
1082598,Royal Challengers Bangalore,148
1082595,Royal Challengers Bangalore,157
1082591,Royal Challengers Bangalore,172
981019,Royal Challengers Bangalore,200
981013,Royal Challengers Bangalore,159
981011,Royal Challengers Bangalore,139
980999,Royal Challengers Bangalore,211
980995,Royal Challengers Bangalore,186
980987,Royal Challengers Bangalore,248
980981,Royal Challengers Bangalore,151
980977,Royal Challengers Bangalore,175
980969,Royal Challengers Bangalore,195
980959,Royal Challengers Bangalore,185
980953,Royal Challengers Bangalore,179
980937,Royal Challengers Bangalore,180
980931,Royal Challengers Bangalore,185
980927,Royal Challengers Bangalore,170
980921,Royal Challengers Bangalore,191
980907,Royal Challengers Bangalore,227
829821,Royal Challengers Bangalore,139
829819,Royal Challengers Bangalore,180
829813,Royal Challengers Bangalore,2
829807,Royal Challengers Bangalore,83
829803,Royal Challengers Bangalore,84
829795,Royal Challengers Bangalore,235
829785,Royal Challengers Bangalore,226
829779,Royal Challengers Bangalore,124
829771,Royal Challengers Bangalore,115
829763,Royal Challengers Bangalore,200
829757,Royal Challengers Bangalore,99
829749,Royal Challengers Bangalore,134
829745,Royal Challengers Bangalore,154
829737,Royal Challengers Bangalore,191
829719,Royal Challengers Bangalore,166
829713,Royal Challengers Bangalore,179
734035,Royal Challengers Bangalore,154
734027,Royal Challengers Bangalore,165
734021,Royal Challengers Bangalore,160
734013,Royal Challengers Bangalore,142
734005,Royal Challengers Bangalore,186
733999,Royal Challengers Bangalore,190
733991,Royal Challengers Bangalore,166
733983,Royal Challengers Bangalore,168
733977,Royal Challengers Bangalore,158
729313,Royal Challengers Bangalore,124
729305,Royal Challengers Bangalore,70
729299,Royal Challengers Bangalore,148
729287,Royal Challengers Bangalore,116
729281,Royal Challengers Bangalore,146
598068,Royal Challengers Bangalore,106
598064,Royal Challengers Bangalore,190
598057,Royal Challengers Bangalore,115
598054,Royal Challengers Bangalore,183
598048,Royal Challengers Bangalore,162
598045,Royal Challengers Bangalore,174
598042,Royal Challengers Bangalore,187
598036,Royal Challengers Bangalore,171
598033,Royal Challengers Bangalore,136
598027,Royal Challengers Bangalore,263
598023,Royal Challengers Bangalore,123
598017,Royal Challengers Bangalore,152
598012,Royal Challengers Bangalore,165
598008,Royal Challengers Bangalore,158
598004,Royal Challengers Bangalore,130
597999,Royal Challengers Bangalore,156
548376,Royal Challengers Bangalore,123
548372,Royal Challengers Bangalore,215
548367,Royal Challengers Bangalore,171
548362,Royal Challengers Bangalore,173
548360,Royal Challengers Bangalore,142
548356,Royal Challengers Bangalore,185
548350,Royal Challengers Bangalore,158
548344,Royal Challengers Bangalore,143
548336,Royal Challengers Bangalore,189
548331,Royal Challengers Bangalore,166
548327,Royal Challengers Bangalore,186
548324,Royal Challengers Bangalore,136
548318,Royal Challengers Bangalore,205
548315,Royal Challengers Bangalore,123
548310,Royal Challengers Bangalore,157
501271,Royal Challengers Bangalore,147
501270,Royal Challengers Bangalore,185
501268,Royal Challengers Bangalore,175
501266,Royal Challengers Bangalore,129
501260,Royal Challengers Bangalore,121
501255,Royal Challengers Bangalore,105
501252,Royal Challengers Bangalore,151
501247,Royal Challengers Bangalore,128
501244,Royal Challengers Bangalore,205
501232,Royal Challengers Bangalore,181
501227,Royal Challengers Bangalore,161
501222,Royal Challengers Bangalore,175
501211,Royal Challengers Bangalore,162
501208,Royal Challengers Bangalore,142
501205,Royal Challengers Bangalore,140
501200,Royal Challengers Bangalore,162
419164,Royal Challengers Bangalore,86
419162,Royal Challengers Bangalore,149
419157,Royal Challengers Bangalore,134
419154,Royal Challengers Bangalore,132
419151,Royal Challengers Bangalore,138
419148,Royal Challengers Bangalore,162
419145,Royal Challengers Bangalore,184
419140,Royal Challengers Bangalore,147
419136,Royal Challengers Bangalore,184
419133,Royal Challengers Bangalore,161
419128,Royal Challengers Bangalore,166
419123,Royal Challengers Bangalore,171
419119,Royal Challengers Bangalore,155
419115,Royal Challengers Bangalore,93
419112,Royal Challengers Bangalore,204
419109,Royal Challengers Bangalore,135
392239,Royal Challengers Bangalore,137
392238,Royal Challengers Bangalore,149
392236,Royal Challengers Bangalore,170
392232,Royal Challengers Bangalore,135
392224,Royal Challengers Bangalore,132
392221,Royal Challengers Bangalore,176
392218,Royal Challengers Bangalore,141
392213,Royal Challengers Bangalore,105
392208,Royal Challengers Bangalore,150
392204,Royal Challengers Bangalore,145
392199,Royal Challengers Bangalore,143
392194,Royal Challengers Bangalore,149
392191,Royal Challengers Bangalore,168
392188,Royal Challengers Bangalore,160
392185,Royal Challengers Bangalore,87
392182,Royal Challengers Bangalore,133
336034,Royal Challengers Bangalore,156
336029,Royal Challengers Bangalore,126
336026,Royal Challengers Bangalore,154
336023,Royal Challengers Bangalore,132
336016,Royal Challengers Bangalore,143
336012,Royal Challengers Bangalore,122
336010,Royal Challengers Bangalore,124
336006,Royal Challengers Bangalore,126
336002,Royal Challengers Bangalore,171
335998,Royal Challengers Bangalore,181
335996,Royal Challengers Bangalore,165
335992,Royal Challengers Bangalore,135
335985,Royal Challengers Bangalore,166
335982,Royal Challengers Bangalore,82
1082650,Pune Warriors,128
1082647,Pune Warriors,162
1082645,Pune Warriors,78
1082642,Pune Warriors,161
1082634,Pune Warriors,148
1082631,Pune Warriors,158
1082629,Pune Warriors,167
1082624,Pune Warriors,157
1082620,Pune Warriors,182
1082618,Pune Warriors,160
1082615,Pune Warriors,179
1082607,Pune Warriors,161
1082603,Pune Warriors,171
1082599,Pune Warriors,108
1082594,Pune Warriors,163
1082592,Pune Warriors,187
981005,Pune Warriors,173
980997,Pune Warriors,76
980989,Pune Warriors,103
980979,Pune Warriors,133
980969,Pune Warriors,191
980965,Pune Warriors,166
980957,Pune Warriors,159
980949,Pune Warriors,195
980943,Pune Warriors,94
980939,Pune Warriors,160
980931,Pune Warriors,172
980919,Pune Warriors,152
980911,Pune Warriors,163
980901,Pune Warriors,126
1216543,Rajasthan Royals,148
1216541,Rajasthan Royals,196
1216537,Rajasthan Royals,186
1216533,Rajasthan Royals,126
1216530,Rajasthan Royals,131
1216527,Rajasthan Royals,226
1216522,Rajasthan Royals,177
1216518,Rajasthan Royals,154
1216514,Rajasthan Royals,154
1216511,Rajasthan Royals,136
1216507,Rajasthan Royals,163
1216504,Rajasthan Royals,137
1216500,Rajasthan Royals,138
1216496,Rajasthan Royals,216
1178428,Rajasthan Royals,115
1178424,Rajasthan Royals,41
1178420,Rajasthan Royals,161
1178418,Rajasthan Royals,177
1178415,Rajasthan Royals,191
1178411,Rajasthan Royals,162
1178407,Rajasthan Royals,170
1178402,Rajasthan Royals,188
1178400,Rajasthan Royals,151
1178396,Rajasthan Royals,139
1175369,Rajasthan Royals,164
1175367,Rajasthan Royals,167
1175363,Rajasthan Royals,198
1175359,Rajasthan Royals,170
1136618,Rajasthan Royals,144
1136613,Rajasthan Royals,164
1136609,Rajasthan Royals,142
1136607,Rajasthan Royals,171
1136603,Rajasthan Royals,177
1136600,Rajasthan Royals,158
1136598,Rajasthan Royals,152
1136592,Rajasthan Royals,146
1136588,Rajasthan Royals,140
1136581,Rajasthan Royals,168
1136577,Rajasthan Royals,140
1136575,Rajasthan Royals,160
1136571,Rajasthan Royals,217
1136566,Rajasthan Royals,153
1136564,Rajasthan Royals,125
829819,Rajasthan Royals,109
829811,Rajasthan Royals,199
829797,Rajasthan Royals,145
829787,Rajasthan Royals,194
829777,Rajasthan Royals,189
829769,Rajasthan Royals,179
829749,Rajasthan Royals,130
829741,Rajasthan Royals,191
829735,Rajasthan Royals,157
829727,Rajasthan Royals,131
829721,Rajasthan Royals,165
829715,Rajasthan Royals,186
829709,Rajasthan Royals,162
734041,Rajasthan Royals,189
734033,Rajasthan Royals,163
734017,Rajasthan Royals,153
734011,Rajasthan Royals,201
734003,Rajasthan Royals,148
733999,Rajasthan Royals,191
733989,Rajasthan Royals,102
733979,Rajasthan Royals,170
733975,Rajasthan Royals,156
729315,Rajasthan Royals,152
729305,Rajasthan Royals,71
729297,Rajasthan Royals,133
729291,Rajasthan Royals,191
729285,Rajasthan Royals,135
598072,Rajasthan Royals,165
598071,Rajasthan Royals,135
598065,Rajasthan Royals,113
598063,Rajasthan Royals,152
598058,Rajasthan Royals,144
598052,Rajasthan Royals,147
598049,Rajasthan Royals,155
598047,Rajasthan Royals,182
598043,Rajasthan Royals,132
598036,Rajasthan Royals,173
598032,Rajasthan Royals,146
598026,Rajasthan Royals,185
598023,Rajasthan Royals,117
598019,Rajasthan Royals,179
598014,Rajasthan Royals,126
598009,Rajasthan Royals,145
598005,Rajasthan Royals,144
598001,Rajasthan Royals,165
548377,Rajasthan Royals,162
548373,Rajasthan Royals,126
548365,Rajasthan Royals,170
548361,Rajasthan Royals,126
548358,Rajasthan Royals,126
548354,Rajasthan Royals,177
548349,Rajasthan Royals,141
548345,Rajasthan Royals,151
548336,Rajasthan Royals,143
548332,Rajasthan Royals,146
548326,Rajasthan Royals,197
548324,Rajasthan Royals,195
548320,Rajasthan Royals,131
548317,Rajasthan Royals,170
548312,Rajasthan Royals,164
548309,Rajasthan Royals,191
501263,Rajasthan Royals,134
501258,Rajasthan Royals,97
501252,Rajasthan Royals,146
501249,Rajasthan Royals,133
501240,Rajasthan Royals,147
501235,Rajasthan Royals,144
501231,Rajasthan Royals,95
501225,Rajasthan Royals,111
501220,Rajasthan Royals,147
501214,Rajasthan Royals,81
501209,Rajasthan Royals,159
501204,Rajasthan Royals,152
501199,Rajasthan Royals,141
419158,Rajasthan Royals,132
419154,Rajasthan Royals,130
419150,Rajasthan Royals,137
419143,Rajasthan Royals,157
419141,Rajasthan Royals,159
419137,Rajasthan Royals,223
419134,Rajasthan Royals,121
419129,Rajasthan Royals,177
419126,Rajasthan Royals,151
419124,Rajasthan Royals,183
419118,Rajasthan Royals,168
419115,Rajasthan Royals,92
419111,Rajasthan Royals,141
419107,Rajasthan Royals,208
392233,Rajasthan Royals,101
392230,Rajasthan Royals,136
392225,Rajasthan Royals,145
392220,Rajasthan Royals,113
392217,Rajasthan Royals,140
392213,Rajasthan Royals,107
392210,Rajasthan Royals,211
392205,Rajasthan Royals,142
392202,Rajasthan Royals,126
392198,Rajasthan Royals,147
392195,Rajasthan Royals,112
392190,Rajasthan Royals,150
392182,Rajasthan Royals,58
336040,Rajasthan Royals,164
336038,Rajasthan Royals,192
336036,Rajasthan Royals,146
336033,Rajasthan Royals,211
336027,Rajasthan Royals,150
336023,Rajasthan Royals,197
336019,Rajasthan Royals,180
336015,Rajasthan Royals,159
336011,Rajasthan Royals,141
336008,Rajasthan Royals,103
336005,Rajasthan Royals,110
336000,Rajasthan Royals,196
335992,Rajasthan Royals,138
335990,Rajasthan Royals,217
335987,Rajasthan Royals,168
335984,Rajasthan Royals,129
598067,Pune Warriors,172
598061,Pune Warriors,170
598055,Pune Warriors,112
598053,Pune Warriors,106
598047,Pune Warriors,178
598042,Pune Warriors,170
598038,Pune Warriors,127
598035,Pune Warriors,149
598027,Pune Warriors,133
598025,Pune Warriors,185
598018,Pune Warriors,108
598015,Pune Warriors,159
598011,Pune Warriors,142
598009,Pune Warriors,148
598003,Pune Warriors,99
598000,Pune Warriors,104
548375,Pune Warriors,102
548365,Pune Warriors,125
548362,Pune Warriors,138
548358,Pune Warriors,125
548353,Pune Warriors,143
548351,Pune Warriors,119
548348,Pune Warriors,173
548341,Pune Warriors,159
548337,Pune Warriors,146
548333,Pune Warriors,192
548330,Pune Warriors,151
548327,Pune Warriors,182
548322,Pune Warriors,156
548319,Pune Warriors,115
548313,Pune Warriors,166
548308,Pune Warriors,129
501262,Pune Warriors,118
501259,Pune Warriors,136
501250,Pune Warriors,137
501248,Pune Warriors,120
501241,Pune Warriors,139
501235,Pune Warriors,143
501232,Pune Warriors,155
501228,Pune Warriors,141
501226,Pune Warriors,117
501218,Pune Warriors,118
501213,Pune Warriors,187
501207,Pune Warriors,151
501202,Pune Warriors,113
1237181,Mumbai Indians,157
1237177,Mumbai Indians,200
1216547,Mumbai Indians,201
1216541,Mumbai Indians,195
1216538,Mumbai Indians,208
1216535,Mumbai Indians,111
1216529,Mumbai Indians,166
1216526,Mumbai Indians,149
1216521,Mumbai Indians,116
1216517,Mumbai Indians,176
1216511,Mumbai Indians,193
1216508,Mumbai Indians,195
1216503,Mumbai Indians,191
1216499,Mumbai Indians,166
1216495,Mumbai Indians,149
1216492,Mumbai Indians,162
1181768,Mumbai Indians,149
1181764,Mumbai Indians,132
1178431,Mumbai Indians,134
1178426,Mumbai Indians,162
1178422,Mumbai Indians,198
1178419,Mumbai Indians,155
1178411,Mumbai Indians,161
1178409,Mumbai Indians,168
1178406,Mumbai Indians,172
1178402,Mumbai Indians,187
1178399,Mumbai Indians,198
1178394,Mumbai Indians,136
1175370,Mumbai Indians,170
1175364,Mumbai Indians,176
1175362,Mumbai Indians,187
1175358,Mumbai Indians,176
1136615,Mumbai Indians,163
1136610,Mumbai Indians,186
1136607,Mumbai Indians,168
1136601,Mumbai Indians,210
1136597,Mumbai Indians,181
1136594,Mumbai Indians,176
1136591,Mumbai Indians,153
1136587,Mumbai Indians,170
1136583,Mumbai Indians,87
1136581,Mumbai Indians,167
1136574,Mumbai Indians,213
1136569,Mumbai Indians,194
1136567,Mumbai Indians,147
1136561,Mumbai Indians,165
1082650,Mumbai Indians,129
1082649,Mumbai Indians,111
1082647,Mumbai Indians,142
1082644,Mumbai Indians,173
1082641,Mumbai Indians,223
1082638,Mumbai Indians,138
1082635,Mumbai Indians,212
1082628,Mumbai Indians,165
1082625,Mumbai Indians,153
1082618,Mumbai Indians,157
1082614,Mumbai Indians,142
1082612,Mumbai Indians,199
1082606,Mumbai Indians,177
1082602,Mumbai Indians,145
1082600,Mumbai Indians,159
1082597,Mumbai Indians,180
1082592,Mumbai Indians,184
981007,Mumbai Indians,172
980993,Mumbai Indians,206
980985,Mumbai Indians,124
980981,Mumbai Indians,153
980973,Mumbai Indians,92
980957,Mumbai Indians,161
980947,Mumbai Indians,178
980941,Mumbai Indians,189
980933,Mumbai Indians,154
980927,Mumbai Indians,171
980923,Mumbai Indians,142
980917,Mumbai Indians,143
980909,Mumbai Indians,188
980901,Mumbai Indians,121
829823,Mumbai Indians,202
829817,Mumbai Indians,187
829815,Mumbai Indians,114
829805,Mumbai Indians,171
829795,Mumbai Indians,196
829789,Mumbai Indians,159
829783,Mumbai Indians,153
829775,Mumbai Indians,172
829769,Mumbai Indians,187
829751,Mumbai Indians,157
829747,Mumbai Indians,153
829737,Mumbai Indians,209
829729,Mumbai Indians,183
829721,Mumbai Indians,164
829717,Mumbai Indians,159
829705,Mumbai Indians,168
734045,Mumbai Indians,173
734041,Mumbai Indians,195
734031,Mumbai Indians,173
734025,Mumbai Indians,159
734017,Mumbai Indians,178
734009,Mumbai Indians,141
734001,Mumbai Indians,160
733995,Mumbai Indians,157
733983,Mumbai Indians,187
733973,Mumbai Indians,170
729317,Mumbai Indians,157
729309,Mumbai Indians,125
729303,Mumbai Indians,141
729287,Mumbai Indians,115
729279,Mumbai Indians,122
598073,Mumbai Indians,148
598072,Mumbai Indians,169
598070,Mumbai Indians,144
598066,Mumbai Indians,133
598063,Mumbai Indians,166
598060,Mumbai Indians,184
598055,Mumbai Indians,116
598050,Mumbai Indians,170
598046,Mumbai Indians,139
598039,Mumbai Indians,129
598037,Mumbai Indians,174
598033,Mumbai Indians,194
598029,Mumbai Indians,162
598024,Mumbai Indians,161
598019,Mumbai Indians,92
598011,Mumbai Indians,183
598006,Mumbai Indians,209
598002,Mumbai Indians,148
597999,Mumbai Indians,154
548379,Mumbai Indians,149
548377,Mumbai Indians,163
548370,Mumbai Indians,108
548367,Mumbai Indians,173
548363,Mumbai Indians,182
548360,Mumbai Indians,141
548355,Mumbai Indians,174
548351,Mumbai Indians,120
548346,Mumbai Indians,101
548342,Mumbai Indians,170
548339,Mumbai Indians,171
548334,Mumbai Indians,163
548325,Mumbai Indians,92
548317,Mumbai Indians,197
548314,Mumbai Indians,142
548308,Mumbai Indians,101
548306,Mumbai Indians,115
501270,Mumbai Indians,142
501269,Mumbai Indians,148
501267,Mumbai Indians,178
501263,Mumbai Indians,133
501256,Mumbai Indians,125
501251,Mumbai Indians,87
501246,Mumbai Indians,178
501241,Mumbai Indians,160
501237,Mumbai Indians,159
501231,Mumbai Indians,94
501224,Mumbai Indians,172
501221,Mumbai Indians,164
501218,Mumbai Indians,124
501210,Mumbai Indians,182
501205,Mumbai Indians,143
501201,Mumbai Indians,99
419165,Mumbai Indians,146
419162,Mumbai Indians,184
419161,Mumbai Indians,133
419157,Mumbai Indians,191
419152,Mumbai Indians,183
419150,Mumbai Indians,174
419146,Mumbai Indians,154
419142,Mumbai Indians,141
419138,Mumbai Indians,178
419132,Mumbai Indians,164
419130,Mumbai Indians,172
419125,Mumbai Indians,181
419122,Mumbai Indians,156
419119,Mumbai Indians,151
419114,Mumbai Indians,218
419107,Mumbai Indians,212
392235,Mumbai Indians,165
392227,Mumbai Indians,147
392225,Mumbai Indians,143
392222,Mumbai Indians,122
392218,Mumbai Indians,157
392215,Mumbai Indians,116
392212,Mumbai Indians,126
392208,Mumbai Indians,149
392203,Mumbai Indians,148
392200,Mumbai Indians,116
392197,Mumbai Indians,187
392192,Mumbai Indians,156
392181,Mumbai Indians,165
336036,Mumbai Indians,145
336032,Mumbai Indians,176
336028,Mumbai Indians,188
336024,Mumbai Indians,178
336021,Mumbai Indians,68
336018,Mumbai Indians,158
336012,Mumbai Indians,126
336008,Mumbai Indians,104
336004,Mumbai Indians,162
335997,Mumbai Indians,138
335994,Mumbai Indians,154
335991,Mumbai Indians,116
335989,Mumbai Indians,202
335985,Mumbai Indians,165
1216545,Kolkata Knight Riders,145
1216540,Kolkata Knight Riders,112
1216536,Kolkata Knight Riders,172
1216530,Kolkata Knight Riders,191
1216526,Kolkata Knight Riders,148
1216523,Kolkata Knight Riders,164
1216520,Kolkata Knight Riders,149
1216515,Kolkata Knight Riders,210
1216512,Kolkata Knight Riders,163
1216508,Kolkata Knight Riders,146
1216504,Kolkata Knight Riders,174
1216501,Kolkata Knight Riders,167
1216497,Kolkata Knight Riders,194
1216494,Kolkata Knight Riders,84
1178431,Kolkata Knight Riders,133
1178427,Kolkata Knight Riders,185
1178422,Kolkata Knight Riders,232
1178418,Kolkata Knight Riders,175
1178413,Kolkata Knight Riders,159
1178410,Kolkata Knight Riders,203
1178404,Kolkata Knight Riders,161
1178401,Kolkata Knight Riders,178
1178398,Kolkata Knight Riders,108
1178396,Kolkata Knight Riders,140
1175372,Kolkata Knight Riders,206
1175365,Kolkata Knight Riders,185
1175361,Kolkata Knight Riders,218
1175357,Kolkata Knight Riders,183
1136619,Kolkata Knight Riders,160
1136618,Kolkata Knight Riders,169
1136614,Kolkata Knight Riders,173
1136609,Kolkata Knight Riders,145
1136604,Kolkata Knight Riders,245
1136601,Kolkata Knight Riders,108
1136597,Kolkata Knight Riders,168
1136593,Kolkata Knight Riders,180
1136589,Kolkata Knight Riders,176
1136586,Kolkata Knight Riders,164
1136578,Kolkata Knight Riders,191
1136575,Kolkata Knight Riders,163
1136573,Kolkata Knight Riders,200
1136570,Kolkata Knight Riders,138
