Id,Batting Team,Team_Runs
1136565,Kolkata Knight Riders,202
1136563,Kolkata Knight Riders,177
1082649,Kolkata Knight Riders,107
1082648,Kolkata Knight Riders,48
1082644,Kolkata Knight Riders,164
1082639,Kolkata Knight Riders,153
1082636,Kolkata Knight Riders,159
1082631,Kolkata Knight Riders,155
1082627,Kolkata Knight Riders,161
1082622,Kolkata Knight Riders,161
1082620,Kolkata Knight Riders,184
1082617,Kolkata Knight Riders,131
1082613,Kolkata Knight Riders,187
1082608,Kolkata Knight Riders,169
1082604,Kolkata Knight Riders,172
1082601,Kolkata Knight Riders,171
1082597,Kolkata Knight Riders,178
1082593,Kolkata Knight Riders,184
981015,Kolkata Knight Riders,140
981009,Kolkata Knight Riders,171
981001,Kolkata Knight Riders,124
980995,Kolkata Knight Riders,183
980989,Kolkata Knight Riders,66
980975,Kolkata Knight Riders,158
980963,Kolkata Knight Riders,164
980959,Kolkata Knight Riders,189
980951,Kolkata Knight Riders,159
980947,Kolkata Knight Riders,174
980939,Kolkata Knight Riders,162
980925,Kolkata Knight Riders,141
980915,Kolkata Knight Riders,146
980909,Kolkata Knight Riders,187
980903,Kolkata Knight Riders,99
829811,Kolkata Knight Riders,190
829805,Kolkata Knight Riders,166
829791,Kolkata Knight Riders,184
829781,Kolkata Knight Riders,167
829771,Kolkata Knight Riders,111
829765,Kolkata Knight Riders,132
829761,Kolkata Knight Riders,171
829743,Kolkata Knight Riders,101
829739,Kolkata Knight Riders,147
829733,Kolkata Knight Riders,159
829723,Kolkata Knight Riders,169
829713,Kolkata Knight Riders,177
829705,Kolkata Knight Riders,170
734049,Kolkata Knight Riders,200
734043,Kolkata Knight Riders,163
734037,Kolkata Knight Riders,161
734027,Kolkata Knight Riders,195
734023,Kolkata Knight Riders,156
734015,Kolkata Knight Riders,146
734009,Kolkata Knight Riders,142
733997,Kolkata Knight Riders,150
733985,Kolkata Knight Riders,161
733979,Kolkata Knight Riders,160
733971,Kolkata Knight Riders,114
729315,Kolkata Knight Riders,152
729307,Kolkata Knight Riders,109
729299,Kolkata Knight Riders,150
729289,Kolkata Knight Riders,166
729279,Kolkata Knight Riders,163
598069,Kolkata Knight Riders,130
598061,Kolkata Knight Riders,163
598057,Kolkata Knight Riders,116
598053,Kolkata Knight Riders,152
598050,Kolkata Knight Riders,105
598043,Kolkata Knight Riders,133
598040,Kolkata Knight Riders,136
598034,Kolkata Knight Riders,186
598031,Kolkata Knight Riders,150
598029,Kolkata Knight Riders,159
598022,Kolkata Knight Riders,119
598016,Kolkata Knight Riders,153
598013,Kolkata Knight Riders,180
598008,Kolkata Knight Riders,154
598005,Kolkata Knight Riders,125
597998,Kolkata Knight Riders,129
548381,Kolkata Knight Riders,192
548378,Kolkata Knight Riders,162
548375,Kolkata Knight Riders,136
548370,Kolkata Knight Riders,140
548368,Kolkata Knight Riders,158
548363,Kolkata Knight Riders,155
548357,Kolkata Knight Riders,154
548353,Kolkata Knight Riders,150
548347,Kolkata Knight Riders,140
548344,Kolkata Knight Riders,190
548335,Kolkata Knight Riders,127
548328,Kolkata Knight Riders,127
548323,Kolkata Knight Riders,132
548320,Kolkata Knight Riders,137
548315,Kolkata Knight Riders,165
548312,Kolkata Knight Riders,142
548307,Kolkata Knight Riders,97
501269,Kolkata Knight Riders,147
501267,Kolkata Knight Riders,175
501262,Kolkata Knight Riders,119
501255,Kolkata Knight Riders,89
501245,Kolkata Knight Riders,61
501242,Kolkata Knight Riders,139
501239,Kolkata Knight Riders,169
501234,Kolkata Knight Riders,120
501230,Kolkata Knight Riders,148
501222,Kolkata Knight Riders,171
501219,Kolkata Knight Riders,126
501214,Kolkata Knight Riders,85
501209,Kolkata Knight Riders,160
501203,Kolkata Knight Riders,163
501198,Kolkata Knight Riders,151
419161,Kolkata Knight Riders,135
419158,Kolkata Knight Riders,133
419153,Kolkata Knight Riders,139
419148,Kolkata Knight Riders,160
419144,Kolkata Knight Riders,181
419139,Kolkata Knight Riders,200
419135,Kolkata Knight Riders,181
419131,Kolkata Knight Riders,137
419127,Kolkata Knight Riders,183
419122,Kolkata Knight Riders,155
419118,Kolkata Knight Riders,134
419113,Kolkata Knight Riders,109
419109,Kolkata Knight Riders,136
419106,Kolkata Knight Riders,161
392233,Kolkata Knight Riders,102
392231,Kolkata Knight Riders,189
392228,Kolkata Knight Riders,160
392221,Kolkata Knight Riders,173
392219,Kolkata Knight Riders,123
392211,Kolkata Knight Riders,154
392207,Kolkata Knight Riders,153
392203,Kolkata Knight Riders,139
392199,Kolkata Knight Riders,139
392197,Kolkata Knight Riders,95
392190,Kolkata Knight Riders,150
392186,Kolkata Knight Riders,79
392184,Kolkata Knight Riders,101
336035,Kolkata Knight Riders,175
336027,Kolkata Knight Riders,147
336025,Kolkata Knight Riders,149
336021,Kolkata Knight Riders,67
336017,Kolkata Knight Riders,133
336014,Kolkata Knight Riders,204
336010,Kolkata Knight Riders,129
336003,Kolkata Knight Riders,169
336000,Kolkata Knight Riders,151
335997,Kolkata Knight Riders,137
335993,Kolkata Knight Riders,147
335986,Kolkata Knight Riders,112
335982,Kolkata Knight Riders,222
501261,Kochi Tuskers Kerala,141
501258,Kochi Tuskers Kerala,98
501254,Kochi Tuskers Kerala,178
501247,Kochi Tuskers Kerala,125
501242,Kochi Tuskers Kerala,156
501238,Kochi Tuskers Kerala,141
501233,Kochi Tuskers Kerala,119
501229,Kochi Tuskers Kerala,74
501225,Kochi Tuskers Kerala,109
501219,Kochi Tuskers Kerala,132
501215,Kochi Tuskers Kerala,135
501210,Kochi Tuskers Kerala,184
501207,Kochi Tuskers Kerala,148
501200,Kochi Tuskers Kerala,161
1216546,Kings XI Punjab,167
1216542,Kings XI Punjab,132
1216537,Kings XI Punjab,185
1216531,Kings XI Punjab,177
1216527,Kings XI Punjab,223
1216523,Kings XI Punjab,162
1216520,Kings XI Punjab,150
1216517,Kings XI Punjab,176
1216513,Kings XI Punjab,178
1216510,Kings XI Punjab,206
1216506,Kings XI Punjab,153
1216503,Kings XI Punjab,143
1216498,Kings XI Punjab,126
1216493,Kings XI Punjab,157
1178430,Kings XI Punjab,173
1178427,Kings XI Punjab,183
1178423,Kings XI Punjab,167
1178417,Kings XI Punjab,185
1178412,Kings XI Punjab,163
1178407,Kings XI Punjab,182
1178403,Kings XI Punjab,173
1178399,Kings XI Punjab,197
1178397,Kings XI Punjab,151
1178393,Kings XI Punjab,138
1175368,Kings XI Punjab,166
1175364,Kings XI Punjab,177
1175361,Kings XI Punjab,190
1175359,Kings XI Punjab,184
1136616,Kings XI Punjab,153
1136610,Kings XI Punjab,183
1136608,Kings XI Punjab,88
1136604,Kings XI Punjab,214
1136600,Kings XI Punjab,143
1136598,Kings XI Punjab,155
1136594,Kings XI Punjab,174
1136585,Kings XI Punjab,119
1136582,Kings XI Punjab,143
1136578,Kings XI Punjab,126
1136576,Kings XI Punjab,193
1136572,Kings XI Punjab,197
1136568,Kings XI Punjab,155
1136562,Kings XI Punjab,167
1082645,Kings XI Punjab,73
1082641,Kings XI Punjab,230
1082639,Kings XI Punjab,167
1082637,Kings XI Punjab,189
1082633,Kings XI Punjab,138
1082626,Kings XI Punjab,68
1082623,Kings XI Punjab,181
1082616,Kings XI Punjab,188
1082612,Kings XI Punjab,198
1082609,Kings XI Punjab,154
1082605,Kings XI Punjab,137
1082601,Kings XI Punjab,170
1082598,Kings XI Punjab,150
1082594,Kings XI Punjab,164
981005,Kings XI Punjab,172
980999,Kings XI Punjab,120
980991,Kings XI Punjab,179
980985,Kings XI Punjab,127
980977,Kings XI Punjab,174
980971,Kings XI Punjab,181
980963,Kings XI Punjab,157
980955,Kings XI Punjab,154
980941,Kings XI Punjab,164
980935,Kings XI Punjab,143
980925,Kings XI Punjab,138
980919,Kings XI Punjab,153
980913,Kings XI Punjab,111
980905,Kings XI Punjab,161
829809,Kings XI Punjab,130
829803,Kings XI Punjab,106
829799,Kings XI Punjab,180
829791,Kings XI Punjab,183
829785,Kings XI Punjab,88
829775,Kings XI Punjab,149
829767,Kings XI Punjab,118
829759,Kings XI Punjab,130
829753,Kings XI Punjab,95
829741,Kings XI Punjab,191
829733,Kings XI Punjab,155
829725,Kings XI Punjab,165
829717,Kings XI Punjab,177
829709,Kings XI Punjab,136
734049,Kings XI Punjab,199
734047,Kings XI Punjab,226
734043,Kings XI Punjab,135
734039,Kings XI Punjab,119
734033,Kings XI Punjab,179
734025,Kings XI Punjab,156
734019,Kings XI Punjab,165
734007,Kings XI Punjab,211
733997,Kings XI Punjab,149
733991,Kings XI Punjab,198
733987,Kings XI Punjab,231
733973,Kings XI Punjab,168
729313,Kings XI Punjab,127
729307,Kings XI Punjab,132
729295,Kings XI Punjab,193
729291,Kings XI Punjab,193
729283,Kings XI Punjab,206
598066,Kings XI Punjab,183
598064,Kings XI Punjab,194
598059,Kings XI Punjab,121
598056,Kings XI Punjab,120
598052,Kings XI Punjab,145
598045,Kings XI Punjab,176
598041,Kings XI Punjab,171
598037,Kings XI Punjab,170
598031,Kings XI Punjab,149
598028,Kings XI Punjab,171
598025,Kings XI Punjab,186
598021,Kings XI Punjab,123
598016,Kings XI Punjab,157
598014,Kings XI Punjab,124
598007,Kings XI Punjab,138
598003,Kings XI Punjab,100
548374,Kings XI Punjab,141
548371,Kings XI Punjab,123
548369,Kings XI Punjab,136
548366,Kings XI Punjab,194
548359,Kings XI Punjab,170
548354,Kings XI Punjab,134
548350,Kings XI Punjab,163
548343,Kings XI Punjab,156
548339,Kings XI Punjab,168
548334,Kings XI Punjab,164
548331,Kings XI Punjab,163
548328,Kings XI Punjab,124
548323,Kings XI Punjab,134
548319,Kings XI Punjab,116
548313,Kings XI Punjab,144
548309,Kings XI Punjab,160
501264,Kings XI Punjab,116
501260,Kings XI Punjab,232
501257,Kings XI Punjab,170
501254,Kings XI Punjab,181
501251,Kings XI Punjab,163
501248,Kings XI Punjab,119
501244,Kings XI Punjab,120
501237,Kings XI Punjab,136
501234,Kings XI Punjab,119
501223,Kings XI Punjab,202
501220,Kings XI Punjab,195
501212,Kings XI Punjab,166
501206,Kings XI Punjab,193
501202,Kings XI Punjab,112
419159,Kings XI Punjab,192
419156,Kings XI Punjab,174
419149,Kings XI Punjab,112
419146,Kings XI Punjab,158
419143,Kings XI Punjab,153
419139,Kings XI Punjab,204
419136,Kings XI Punjab,181
419132,Kings XI Punjab,163
419127,Kings XI Punjab,144
419124,Kings XI Punjab,152
419121,Kings XI Punjab,136
419117,Kings XI Punjab,164
419112,Kings XI Punjab,203
419108,Kings XI Punjab,142
392234,Kings XI Punjab,92
392229,Kings XI Punjab,134
392226,Kings XI Punjab,123
392222,Kings XI Punjab,119
392216,Kings XI Punjab,169
392214,Kings XI Punjab,174
392210,Kings XI Punjab,133
392207,Kings XI Punjab,154
392204,Kings XI Punjab,137
392200,Kings XI Punjab,119
392195,Kings XI Punjab,139
392191,Kings XI Punjab,173
392186,Kings XI Punjab,158
392183,Kings XI Punjab,104
336039,Kings XI Punjab,112
336035,Kings XI Punjab,174
336031,Kings XI Punjab,178
336028,Kings XI Punjab,189
336022,Kings XI Punjab,94
336019,Kings XI Punjab,221
336016,Kings XI Punjab,144
336013,Kings XI Punjab,163
336006,Kings XI Punjab,127
336003,Kings XI Punjab,178
335999,Kings XI Punjab,167
335995,Kings XI Punjab,162
335991,Kings XI Punjab,182
335987,Kings XI Punjab,166
335983,Kings XI Punjab,207
1082643,Gujarat Lions,154
1082640,Gujarat Lions,195
1082637,Gujarat Lions,192
1082632,Gujarat Lions,208
1082629,Gujarat Lions,161
1082625,Gujarat Lions,153
1082621,Gujarat Lions,135
1082616,Gujarat Lions,162
1082613,Gujarat Lions,188
1082610,Gujarat Lions,192
1082606,Gujarat Lions,176
1082603,Gujarat Lions,172
1082596,Gujarat Lions,135
1082593,Gujarat Lions,183
981017,Gujarat Lions,162
981013,Gujarat Lions,158
981007,Gujarat Lions,173
981001,Gujarat Lions,125
980987,Gujarat Lions,104
980975,Gujarat Lions,164
980967,Gujarat Lions,126
980961,Gujarat Lions,149
980955,Gujarat Lions,131
980949,Gujarat Lions,196
980945,Gujarat Lions,172
980937,Gujarat Lions,182
980929,Gujarat Lions,135
980917,Gujarat Lions,147
980911,Gujarat Lions,164
980905,Gujarat Lions,162
1136615,Delhi Daredevils,174
1136612,Delhi Daredevils,162
1136605,Delhi Daredevils,181
1136602,Delhi Daredevils,187
1136596,Delhi Daredevils,163
1136592,Delhi Daredevils,196
1136590,Delhi Daredevils,198
1136586,Delhi Daredevils,219
1136582,Delhi Daredevils,139
1136579,Delhi Daredevils,174
1136573,Delhi Daredevils,129
1136569,Delhi Daredevils,195
1136566,Delhi Daredevils,60
1136562,Delhi Daredevils,166
1082646,Delhi Daredevils,151
1082642,Delhi Daredevils,168
1082640,Delhi Daredevils,197
1082635,Delhi Daredevils,66
1082632,Delhi Daredevils,214
1082630,Delhi Daredevils,189
1082626,Delhi Daredevils,67
1082622,Delhi Daredevils,160
1082614,Delhi Daredevils,128
1082611,Delhi Daredevils,176
1082608,Delhi Daredevils,168
1082605,Delhi Daredevils,188
1082599,Delhi Daredevils,205
1082595,Delhi Daredevils,142
981011,Delhi Daredevils,138
981003,Delhi Daredevils,161
980997,Delhi Daredevils,121
980993,Delhi Daredevils,126
980983,Delhi Daredevils,150
980971,Delhi Daredevils,172
980965,Delhi Daredevils,162
980961,Delhi Daredevils,150
980951,Delhi Daredevils,186
980945,Delhi Daredevils,171
980933,Delhi Daredevils,164
980921,Delhi Daredevils,192
980913,Delhi Daredevils,113
980903,Delhi Daredevils,98
829813,Delhi Daredevils,187
829801,Delhi Daredevils,120
829793,Delhi Daredevils,157
829783,Delhi Daredevils,152
829777,Delhi Daredevils,175
829767,Delhi Daredevils,119
829761,Delhi Daredevils,158
829757,Delhi Daredevils,95
829747,Delhi Daredevils,190
829739,Delhi Daredevils,146
829731,Delhi Daredevils,167
829725,Delhi Daredevils,169
829715,Delhi Daredevils,184
829707,Delhi Daredevils,149
734039,Delhi Daredevils,115
734031,Delhi Daredevils,158
734019,Delhi Daredevils,164
734011,Delhi Daredevils,139
734005,Delhi Daredevils,170
733993,Delhi Daredevils,143
733985,Delhi Daredevils,160
733981,Delhi Daredevils,178
733975,Delhi Daredevils,152
729309,Delhi Daredevils,126
729301,Delhi Daredevils,180
729293,Delhi Daredevils,84
729289,Delhi Daredevils,167
729281,Delhi Daredevils,145
598067,Delhi Daredevils,134
598062,Delhi Daredevils,135
598059,Delhi Daredevils,120
598054,Delhi Daredevils,179
598049,Delhi Daredevils,154
598044,Delhi Daredevils,80
598040,Delhi Daredevils,137
598035,Delhi Daredevils,164
598028,Delhi Daredevils,164
598024,Delhi Daredevils,165
598020,Delhi Daredevils,83
598017,Delhi Daredevils,152
598010,Delhi Daredevils,114
598006,Delhi Daredevils,165
598001,Delhi Daredevils,160
597998,Delhi Daredevils,128
548380,Delhi Daredevils,136
548378,Delhi Daredevils,144
548374,Delhi Daredevils,145
548372,Delhi Daredevils,194
548369,Delhi Daredevils,140
548364,Delhi Daredevils,114
548357,Delhi Daredevils,153
548349,Delhi Daredevils,144
548345,Delhi Daredevils,152
548342,Delhi Daredevils,207
548337,Delhi Daredevils,148
548333,Delhi Daredevils,172
548329,Delhi Daredevils,193
548325,Delhi Daredevils,93
548321,Delhi Daredevils,162
548316,Delhi Daredevils,111
548310,Delhi Daredevils,137
548307,Delhi Daredevils,100
501265,Delhi Daredevils,56
501257,Delhi Daredevils,141
501253,Delhi Daredevils,158
501246,Delhi Daredevils,146
501243,Delhi Daredevils,179
501238,Delhi Daredevils,140
501233,Delhi Daredevils,157
501230,Delhi Daredevils,131
501227,Delhi Daredevils,160
501223,Delhi Daredevils,231
501216,Delhi Daredevils,152
501213,Delhi Daredevils,190
501204,Delhi Daredevils,151
501201,Delhi Daredevils,95
419160,Delhi Daredevils,134
419155,Delhi Daredevils,113
419152,Delhi Daredevils,144
419149,Delhi Daredevils,111
419144,Delhi Daredevils,167
419140,Delhi Daredevils,184
419134,Delhi Daredevils,188
419131,Delhi Daredevils,177
419128,Delhi Daredevils,183
419120,Delhi Daredevils,161
419116,Delhi Daredevils,185
419114,Delhi Daredevils,120
419111,Delhi Daredevils,142
419108,Delhi Daredevils,146
392237,Delhi Daredevils,153
392235,Delhi Daredevils,166
392232,Delhi Daredevils,134
392230,Delhi Daredevils,150
392226,Delhi Daredevils,120
392223,Delhi Daredevils,173
392219,Delhi Daredevils,125
392215,Delhi Daredevils,118
392211,Delhi Daredevils,157
392206,Delhi Daredevils,145
392201,Delhi Daredevils,150
392198,Delhi Daredevils,143
392194,Delhi Daredevils,150
392189,Delhi Daredevils,189
392183,Delhi Daredevils,58
336038,Delhi Daredevils,87
336032,Delhi Daredevils,179
336026,Delhi Daredevils,158
336022,Delhi Daredevils,118
336020,Delhi Daredevils,194
336017,Delhi Daredevils,110
336015,Delhi Daredevils,156
336009,Delhi Daredevils,187
336004,Delhi Daredevils,133
336001,Delhi Daredevils,172
335998,Delhi Daredevils,191
335995,Delhi Daredevils,158
335988,Delhi Daredevils,143
335984,Delhi Daredevils,132
1237181,Delhi Daredevils,156
1237180,Delhi Daredevils,189
1237177,Delhi Daredevils,143
1216546,Delhi Daredevils,164
1216543,Delhi Daredevils,161
1216539,Delhi Daredevils,175
1216535,Delhi Daredevils,110
1216532,Delhi Daredevils,147
1216529,Delhi Daredevils,162
1216524,Delhi Daredevils,131
1216519,Delhi Daredevils,196
1216515,Delhi Daredevils,228
1216509,Delhi Daredevils,185
1216505,Delhi Daredevils,154
1216500,Delhi Daredevils,184
1216497,Delhi Daredevils,135
1216493,Delhi Daredevils,157
1181767,Delhi Daredevils,147
1181766,Delhi Daredevils,165
1178428,Delhi Daredevils,121
1178425,Delhi Daredevils,99
1178421,Delhi Daredevils,187
1178415,Delhi Daredevils,193
1178412,Delhi Daredevils,166
1178409,Delhi Daredevils,128
1178405,Delhi Daredevils,155
1178401,Delhi Daredevils,180
1178395,Delhi Daredevils,152
1175371,Delhi Daredevils,129
1175368,Delhi Daredevils,152
1175365,Delhi Daredevils,185
1175360,Delhi Daredevils,147
1175358,Delhi Daredevils,213
548376,Sunrisers Hyderabad,132
548373,Sunrisers Hyderabad,128
548366,Sunrisers Hyderabad,190
548359,Sunrisers Hyderabad,145
548356,Sunrisers Hyderabad,181
548352,Sunrisers Hyderabad,150
548348,Sunrisers Hyderabad,186
548346,Sunrisers Hyderabad,100
548341,Sunrisers Hyderabad,177
548335,Sunrisers Hyderabad,126
548329,Sunrisers Hyderabad,187
548326,Sunrisers Hyderabad,196
548321,Sunrisers Hyderabad,157
548314,Sunrisers Hyderabad,138
548311,Sunrisers Hyderabad,119
501264,Sunrisers Hyderabad,198
501259,Sunrisers Hyderabad,138
501256,Sunrisers Hyderabad,135
501250,Sunrisers Hyderabad,136
501243,Sunrisers Hyderabad,175
501239,Sunrisers Hyderabad,149
501236,Sunrisers Hyderabad,146
501229,Sunrisers Hyderabad,129
501224,Sunrisers Hyderabad,135
501216,Sunrisers Hyderabad,168
501212,Sunrisers Hyderabad,165
501208,Sunrisers Hyderabad,175
501203,Sunrisers Hyderabad,154
501199,Sunrisers Hyderabad,137
419164,Sunrisers Hyderabad,82
419163,Sunrisers Hyderabad,104
419160,Sunrisers Hyderabad,145
419156,Sunrisers Hyderabad,178
419151,Sunrisers Hyderabad,151
419147,Sunrisers Hyderabad,139
419145,Sunrisers Hyderabad,186
419141,Sunrisers Hyderabad,157
419138,Sunrisers Hyderabad,115
419135,Sunrisers Hyderabad,157
419130,Sunrisers Hyderabad,131
419126,Sunrisers Hyderabad,148
419120,Sunrisers Hyderabad,171
419117,Sunrisers Hyderabad,170
419110,Sunrisers Hyderabad,190
419106,Sunrisers Hyderabad,150
392239,Sunrisers Hyderabad,143
392237,Sunrisers Hyderabad,154
392236,Sunrisers Hyderabad,158
392229,Sunrisers Hyderabad,133
392228,Sunrisers Hyderabad,166
392223,Sunrisers Hyderabad,161
392220,Sunrisers Hyderabad,166
392216,Sunrisers Hyderabad,168
392212,Sunrisers Hyderabad,145
392209,Sunrisers Hyderabad,100
392205,Sunrisers Hyderabad,141
392201,Sunrisers Hyderabad,148
392196,Sunrisers Hyderabad,169
392192,Sunrisers Hyderabad,168
392188,Sunrisers Hyderabad,184
392184,Sunrisers Hyderabad,104
336037,Sunrisers Hyderabad,147
336034,Sunrisers Hyderabad,153
336031,Sunrisers Hyderabad,175
336024,Sunrisers Hyderabad,153
336020,Sunrisers Hyderabad,182
336014,Sunrisers Hyderabad,181
336011,Sunrisers Hyderabad,140
336007,Sunrisers Hyderabad,148
336002,Sunrisers Hyderabad,165
335999,Sunrisers Hyderabad,164
335994,Sunrisers Hyderabad,155
335990,Sunrisers Hyderabad,214
335988,Sunrisers Hyderabad,142
335986,Sunrisers Hyderabad,110
1216544,Chennai Super Kings,150
1216539,Chennai Super Kings,131
1216536,Chennai Super Kings,178
1216533,Chennai Super Kings,125
1216528,Chennai Super Kings,167
1216525,Chennai Super Kings,132
1216521,Chennai Super Kings,114
1216516,Chennai Super Kings,157
1216513,Chennai Super Kings,181
1216509,Chennai Super Kings,179
1216506,Chennai Super Kings,154
1216501,Chennai Super Kings,157
1216496,Chennai Super Kings,200
1216492,Chennai Super Kings,166
1181768,Chennai Super Kings,148
1181767,Chennai Super Kings,151
1181764,Chennai Super Kings,131
1178430,Chennai Super Kings,170
1178425,Chennai Super Kings,179
1178419,Chennai Super Kings,109
1178416,Chennai Super Kings,176
1178414,Chennai Super Kings,160
1178408,Chennai Super Kings,132
1178404,Chennai Super Kings,162
1178400,Chennai Super Kings,155
1178398,Chennai Super Kings,111
1178393,Chennai Super Kings,160
1175370,Chennai Super Kings,133
1175367,Chennai Super Kings,175
1175360,Chennai Super Kings,150
1175356,Chennai Super Kings,71
1136620,Chennai Super Kings,181
1136617,Chennai Super Kings,140
1136616,Chennai Super Kings,159
1136612,Chennai Super Kings,128
1136606,Chennai Super Kings,180
1136603,Chennai Super Kings,176
1136595,Chennai Super Kings,128
1136593,Chennai Super Kings,177
1136590,Chennai Super Kings,211
1136587,Chennai Super Kings,169
1136584,Chennai Super Kings,207
1136580,Chennai Super Kings,182
1136577,Chennai Super Kings,204
1136572,Chennai Super Kings,193
1136565,Chennai Super Kings,205
1136561,Chennai Super Kings,169
829823,Chennai Super Kings,161
829821,Chennai Super Kings,140
829817,Chennai Super Kings,162
829809,Chennai Super Kings,134
829801,Chennai Super Kings,119
829797,Chennai Super Kings,157
829789,Chennai Super Kings,158
829779,Chennai Super Kings,148
829773,Chennai Super Kings,170
829765,Chennai Super Kings,134
829753,Chennai Super Kings,192
829745,Chennai Super Kings,181
829735,Chennai Super Kings,156
829729,Chennai Super Kings,189
829723,Chennai Super Kings,165
829711,Chennai Super Kings,209
829707,Chennai Super Kings,150
734047,Chennai Super Kings,202
734045,Chennai Super Kings,176
734035,Chennai Super Kings,160
734029,Chennai Super Kings,185
734023,Chennai Super Kings,154
734013,Chennai Super Kings,138
734003,Chennai Super Kings,149
733995,Chennai Super Kings,160
733987,Chennai Super Kings,187
733981,Chennai Super Kings,181
733971,Chennai Super Kings,148
729311,Chennai Super Kings,146
729303,Chennai Super Kings,142
729297,Chennai Super Kings,140
729293,Chennai Super Kings,177
729283,Chennai Super Kings,205
598073,Chennai Super Kings,125
598070,Chennai Super Kings,192
598068,Chennai Super Kings,82
598062,Chennai Super Kings,168
598058,Chennai Super Kings,141
598051,Chennai Super Kings,223
598046,Chennai Super Kings,79
598041,Chennai Super Kings,186
598038,Chennai Super Kings,164
598034,Chennai Super Kings,200
598030,Chennai Super Kings,160
598026,Chennai Super Kings,186
598022,Chennai Super Kings,124
598020,Chennai Super Kings,169
598015,Chennai Super Kings,135
598012,Chennai Super Kings,166
598007,Chennai Super Kings,139
598002,Chennai Super Kings,139
548381,Chennai Super Kings,190
548380,Chennai Super Kings,222
548379,Chennai Super Kings,187
548371,Chennai Super Kings,120
548368,Chennai Super Kings,160
548364,Chennai Super Kings,115
548361,Chennai Super Kings,127
548355,Chennai Super Kings,173
548352,Chennai Super Kings,160
548347,Chennai Super Kings,139
548343,Chennai Super Kings,149
548332,Chennai Super Kings,147
548330,Chennai Super Kings,164
548322,Chennai Super Kings,155
548318,Chennai Super Kings,208
548316,Chennai Super Kings,110
548311,Chennai Super Kings,193
548306,Chennai Super Kings,112
501271,Chennai Super Kings,205
501268,Chennai Super Kings,177
501266,Chennai Super Kings,128
501261,Chennai Super Kings,152
501253,Chennai Super Kings,176
501249,Chennai Super Kings,196
501245,Chennai Super Kings,114
501240,Chennai Super Kings,149
501236,Chennai Super Kings,165
501228,Chennai Super Kings,145
501226,Chennai Super Kings,142
501221,Chennai Super Kings,156
501215,Chennai Super Kings,131
501211,Chennai Super Kings,183
501206,Chennai Super Kings,188
501198,Chennai Super Kings,153
419165,Chennai Super Kings,168
419163,Chennai Super Kings,142
419159,Chennai Super Kings,195
419155,Chennai Super Kings,112
419153,Chennai Super Kings,143
419147,Chennai Super Kings,138
419142,Chennai Super Kings,165
419137,Chennai Super Kings,246
419133,Chennai Super Kings,162
419129,Chennai Super Kings,160
419125,Chennai Super Kings,180
419123,Chennai Super Kings,135
419121,Chennai Super Kings,136
419116,Chennai Super Kings,190
419113,Chennai Super Kings,164
419110,Chennai Super Kings,159
392238,Chennai Super Kings,146
392234,Chennai Super Kings,116
392231,Chennai Super Kings,188
392227,Chennai Super Kings,151
392224,Chennai Super Kings,129
392217,Chennai Super Kings,141
392214,Chennai Super Kings,185
392209,Chennai Super Kings,178
392206,Chennai Super Kings,163
392202,Chennai Super Kings,164
392196,Chennai Super Kings,165
392189,Chennai Super Kings,180
392185,Chennai Super Kings,179
392181,Chennai Super Kings,146
336040,Chennai Super Kings,163
336039,Chennai Super Kings,116
336037,Chennai Super Kings,148
336033,Chennai Super Kings,201
336029,Chennai Super Kings,112
336025,Chennai Super Kings,55
336018,Chennai Super Kings,156
336013,Chennai Super Kings,181
336009,Chennai Super Kings,188
336007,Chennai Super Kings,144
336005,Chennai Super Kings,109
336001,Chennai Super Kings,169
335996,Chennai Super Kings,178
335993,Chennai Super Kings,152
335989,Chennai Super Kings,208
335983,Chennai Super Kings,240
